hID,impressions_per_day,clicks_per_day,cluster
-9185217652402180575,3.734913793103448,0.004310344827586207,0
-9175544061209790002,42227.84913793104,0.10237068965517243,0
-9156617651427282577,138128.62068965516,0.0,0
-9145254332915205176,61178.93103448276,1.3653017241379308,0
-9124186022016029939,14145.385775862067,0.05064655172413793,0
-9060515269420703901,371290.5538793103,0.6049004594180705,0
-9054823158055871920,5.441810344827586,0.0,0
-9053951776935744471,153529.2327586207,0.0,0
-9027507980375807969,11.028017241379311,0.0,0
-9025522220386825589,54241.237068965514,0.4490950226244344,0
-8980675186003719279,204.92456896551724,0.0,0
-8858816505525933294,1417126.1271551724,1.6594827586206895,0
-8801584497543469326,147904.7650862069,0.7478448275862069,0
-8798511015488239960,25.219827586206893,0.0,0
-8772732350363055626,532897.4762931034,0.00646551724137931,0
-8724277022712003204,9.88362068965517,0.0,0
-8642314511715452180,319746.7521551724,0.0,0
-8604422723199351182,178395.3556034483,0.0,0
-8580819169992036048,47.4676724137931,0.0,0
-8496006069385227774,2030.566810344828,0.1344165435745938,0
-8469270708562013830,138.60991379310346,0.0,0
-8348970133720433057,14.75,0.004310344827586207,0
-8334512205093436265,243866.4073275862,0.0,0
-8331236804918450149,31.96551724137931,0.0,0
-8237015514203290017,7.439655172413793,0.0,0
-8226406304255505398,16354.163793103447,0.0,0
-8125767338824362627,47026.338362068964,0.0,0
-8069837581277643352,4003.5948275862074,0.0,0
-8067920347994596944,78.51077586206897,0.0,0
-8061563113554243534,65572.08620689655,0.0,0
-8054340934052580098,46.049568965517246,0.0,0
-7973638883996981484,99207.21120689657,0.0,0
-7951907976646523184,2833.0538793103447,0.4698275862068966,0
-7905745300756863504,4595.282327586207,0.0,0
-7870827885502754095,125.6228448275862,0.0,0
-7857688527052432318,117843.9375,0.0,0
-7855050256466260189,3689.642857142857,0.013888888888888888,0
-7844781096590802406,280723.44396551716,10.5625,0
-7798205243669656475,17.625,0.0,0
-7790577727904649082,254.30603448275863,0.0,0
-7725653083403268980,4927.719827586207,1.5797413793103448,0
-7690511537241942597,68930.73922413793,0.0,0
-7586713232355452428,225124.69181034484,0.7844827586206896,0
-7576255437190363445,177383.49784482762,3.974137931034482,0
-7575327633620706456,5865.144396551724,0.007902298850574712,0
-7262202421028960971,29.65948275862069,0.0,0
-7211502742296185487,47.66594827586207,0.0,0
-7198217930959990543,24736.45474137931,0.0,0
-7031402007221657066,3970609.019396552,17.22198275862069,3
-7019117929478186671,28557.415948275866,0.0,0
-6955945058125691884,19096.275862068964,0.0,0
-6942460080692346847,11927.515789473684,1.3578947368421053,0
-6931466400814329169,11780854.859913792,217.5754310344828,1
-6892918008317246449,8.547413793103447,0.00646551724137931,0
-6854125332400432248,58140.27370689655,0.08836206896551724,0
-6833676129936953207,2627.4249422632793,0.12471131639722866,0
-6808841046802860592,167.4935344827586,0.0,0
-6746470096460591756,779.9288793103449,0.0,0
-6711875800170525538,339903.1788793103,0.8168103448275862,0
-6570920144897222336,16.40301724137931,0.0,0
-6566628359642162925,3.127155172413793,0.0,0
-6467334850022941442,41.144396551724135,0.0,0
-6459551797493886410,113874.91055045874,0.6777522935779816,0
-6448688673368797792,33.1875,0.0,0
-6408434427167214497,29801.247844827587,0.0,0
-6396612749533183814,2210.3081896551726,0.0,0
-6371510661648603631,187528.7629310345,0.0,0
-6232666357913789783,14297.612068965518,0.0,0
-6200961432122466232,678546.4698275862,0.0,0
-6196854709116059419,169.29310344827587,0.0,0
-6141154304508578319,14515.927765237018,1.7731376975169297,0
-6102153568760836215,283713.9590517241,10.893318965517242,0
-6073699359554574904,26413.963362068964,0.0,0
-6068946375942888171,1754.1702586206898,0.0,0
-5949965038500310321,1253371.2844827587,3.9655172413793114,0
-5928357302806572360,55094.41379310345,1.3548850574712643,0
-5910359500759990458,805887.9224137932,0.0021551724137931034,0
-5851852245635165533,4.622844827586206,0.0,0
-5818747722091201231,285.92672413793105,0.032327586206896554,0
-5786498867749340105,145201.30172413794,0.0,0
-5768875520275520636,7285.181034482759,0.0,0
-5751819148993582614,51678.92063492064,0.03968253968253968,0
-5574759224542349209,4004.461206896552,0.03663793103448276,0
-5572087570545156096,49.47629310344828,0.0,0
-5533355377136130755,2637.219827586207,0.0,0
-5510101548529760515,20812.09913793104,0.09321120689655173,0
-5461526353880549005,191.64439655172413,0.09942857142857142,0
-5452946911323012499,134.0668103448276,0.1206896551724138,0
-5410682077499677357,255.8426724137931,0.0,0
